nid,id,Latitude,Longitude,Overall_Rating,Number_Reviews,Price_Levels,Food_Rating,Service_Rating,Value_Rating,Atmosphere,Name
5396,9206,51.11472,5.638473,4,28,2.5,4.5,4.5,4.5,4.5,"Pollismolen, Bree"
5397,6421,51.115125,2.619703,4,15,2.5,4.5,4.5,4.5,3.5,"De Strandcabine, Koksijde"
5398,7328,51.115774,2.682723,4.5,46,2.5,4.5,4.5,4,3.5,"Restaurant Caricole, Oostduinkerke"
5399,8253,51.11581,4.435007,3.5,109,4,4,3.5,3.5,3.5,"Vintage, Kontich"
5400,8622,51.115893,2.637333,3.5,39,2.5,3.5,4,3.5,4,"Bistro de la mer, Koksijde Bad"
5401,9243,51.116144,5.259021,4,11,9,4,4.5,4,3.5,"t Hoekske, Leopoldsburg"
5402,10469,51.116506,4.65549,4.5,58,4,4.5,4.5,4.5,4.5,"Het Land, Berlaar"
5403,8556,51.117011,4.128062,4,16,9,4,4,4,4,"Il Carpaccio, Waasmunster"
5404,6396,51.117599,2.636011,4.5,113,1,4.5,4.5,4.5,4,"Le Parasol, Koksijde"
5405,9240,51.117745,5.261285,4.5,11,9,4,4.5,4,NA,"Prestige, Leopoldsburg"
5406,10720,51.117801,4.373487,3.5,24,2.5,4,4,4,4,"Wima bowling, Schelle"
5407,9239,51.117946,5.264119,4.5,14,2.5,5,4.5,5,NA,"Libert, Leopoldsburg"
5408,6395,51.11795,2.635458,4.5,118,2.5,4.5,4.5,4,3.5,"Rosa, Koksijde"
5409,5765,51.117996,4.58419,4,25,2.5,4.5,4.5,4,4,"Restaurant Soetemin, Lier"
5410,7623,51.118278,4.215335,3.5,13,2.5,3.5,4,4,NA,"T Sas, Bornem"
5411,6406,51.11833,2.631511,4,149,2.5,4,4,4,3.5,"Resto Real, Koksijde"
5412,10718,51.118433,4.312914,4,45,2.5,3.5,4,3.5,NA,"Tolhuis-Veer, Schelle"
5413,9727,51.118461,3.560908,5,14,9,5,5,5,NA,"Soul Urban Coffee Bar, Zomergem"
5414,6407,51.118682,2.631846,4,228,2.5,4,4,4,4,"La Difference, Koksijde"
5415,8969,51.118749,3.322259,3.5,37,2.5,3.5,4,3.5,4,"Wok Palace, Beernem"
5416,6405,51.118822,2.634024,3.5,153,2.5,4,4,3.5,3.5,"Mozart, Koksijde"
5417,8626,51.118915,2.634207,3,39,2.5,3.5,3,3,3.5,"Brasserie Verdi, Koksijde Bad"
5418,10719,51.119165,4.335388,4,15,9,4,4.5,3.5,NA,"Toque Tok, Schelle"
5419,9237,51.119166,5.263686,4.5,32,2.5,4.5,4.5,4.5,4.5,"De Gastvrijheid, Leopoldsburg"
5420,7310,51.119232,2.680067,4,296,2.5,4,4,4,3.5,"De Mikke, Oostduinkerke"
5421,10609,51.119453,3.093482,3.5,18,9,3.5,3.5,3.5,3.5,"t Fornuisje, Aartrijke"
5422,9730,51.119753,3.567035,3.5,14,9,4,3.5,3.5,4,"t Zoet Gemoed, Zomergem"
5423,8966,51.119774,3.291676,3,51,2.5,3,2.5,2.5,3.5,"Bulskampveld, Beernem"
5424,6430,51.119832,2.634155,3,31,2.5,3.5,3,3,3,"Santos Palace, Koksijde"
5425,6435,51.119837,2.630985,2.5,82,2.5,2.5,2.5,2,2.5,"Brasserie Royal, Koksijde"
5426,8620,51.119837,2.630985,3,109,9,3,3,3,3.5,"le royal, Koksijde Bad"
5427,6437,51.119856,2.631035,2,15,2.5,2,2.5,2,2,"Cappuccino, Koksijde"
5428,7316,51.11992,2.631206,4,57,2.5,4,4,3.5,3.5,"Taverne Rubens, Oostduinkerke"
5429,7324,51.119932,2.631237,3.5,35,2.5,4,4,4,4,"De Klipper, Oostduinkerke"
5430,6411,51.11994,2.631259,4.5,45,1,4,4,4,4,"t Zoet Genot, Koksijde"
5431,8645,51.120101,3.219832,4.5,31,2.5,4.5,4,4.5,NA,"Cowboy Up, Waardamme"
5432,8964,51.120111,3.323768,4.5,16,9,4,4,4,NA,"Frituur Den Afrit, Beernem"
5433,6403,51.120356,2.634482,4,121,2.5,4,3.5,4,3,"De Huifkar, Koksijde"
5434,6420,51.120371,2.634121,4,32,9,4,4.5,4,4,"L'Orchidee, Koksijde"
5435,8611,51.120458,4.20423,3.5,17,1,4,3.5,4,NA,Temse Wereldkeuken
5436,10610,51.120531,3.088022,4.5,36,2.5,4.5,4.5,4.5,4,"Bisto Boschvogel, Aartrijke"
5437,6432,51.120561,2.635576,2.5,45,2.5,3,3,3,2,"Sole Mio, Koksijde"
5438,8478,51.120576,3.427455,4.5,40,2.5,4.5,4.5,4,4,"Bacchus, Aalter"
5439,8625,51.120641,2.63316,3,17,2.5,3.5,3.5,3.5,3.5,"Restaurant Atlanta, Koksijde Bad"
5440,9796,51.120881,2.921505,4,25,9,4.5,4.5,4.5,3.5,"Geeraardsbloempje, Koekelare"
5441,6419,51.120888,2.635662,3.5,66,9,4,3.5,3.5,3.5,"Classic, Koksijde"
5442,6436,51.120901,2.634121,2,29,2.5,2,3,2,2.5,"Amiraute, Koksijde"
5443,8559,51.121259,4.081759,3,38,4,3,2.5,2.5,3.5,"Roosenberg, Waasmunster"
5444,8615,51.121339,2.637499,4,92,2.5,4.5,4,4.5,4,"Appassionata, Koksijde Bad"
5445,8629,51.122019,2.636924,2.5,43,9,3,2.5,2.5,NA,"Le Malouin, Koksijde Bad"
5446,8554,51.122127,4.099636,3.5,30,9,3.5,4,3.5,3,"Vreedehof Bistro, Waasmunster"
5447,8624,51.12259,2.638444,3.5,38,9,3.5,3.5,3.5,NA,"Bistro Bruno, Koksijde Bad"
5448,8553,51.122658,4.099823,4,16,2.5,4,3.5,3.5,NA,"Do-Brasil, Waasmunster"
5449,8614,51.122711,4.208883,3.5,59,2.5,4,3.5,3.5,4,"Bellavista Ristorante, Temse"
5450,8550,51.123062,4.103205,4,42,4,4.5,4,4,5,"Alex, Waasmunster"
5451,5762,51.123114,4.574538,3.5,104,2.5,4,3.5,3.5,3.5,"t Hoeveke, Lier"
5452,8612,51.123308,4.21671,3.5,29,2.5,3.5,3.5,3.5,NA,"Wilford Grand Cafe, Temse"
5453,7308,51.123318,2.654452,4.5,141,4,4.5,4.5,4.5,4.5,"De Normandie, Oostduinkerke"
5454,8609,51.123346,4.21597,4,12,9,3.5,4,3.5,5,"Bistro Taverne, Temse"
5455,8608,51.123393,4.21596,4,27,2.5,4,4,3.5,4,"Het Palingshuis, Temse"
5456,8252,51.123514,4.450014,3.5,34,2.5,4,3.5,4,3,"Bistro Cote Sud, Kontich"
5457,9933,51.123564,5.061808,4,25,2.5,4,4,4,4,"De Martino, Meerhout"
5458,7329,51.123872,2.641933,3.5,14,9,3.5,3.5,3.5,NA,"Tearoom 't Zand, Oostduinkerke"
5459,8557,51.124013,4.115577,3.5,13,2.5,4.5,4,4,NA,"Gusta, Waasmunster"
5460,10134,51.124093,5.816263,3.5,30,2.5,3.5,4,3.5,4,"Maashotel De Spaenjerd, Kinrooi"
5461,8610,51.124484,4.214453,4,23,2.5,4.5,4,4,4,"de Sampan, Temse"
5462,7313,51.124682,2.697162,4.5,61,2.5,4.5,4.5,4,4,"Lieven's Eethuis, Oostduinkerke"
5463,8607,51.124854,4.211827,4,23,2.5,4,4,4,4,"Brasserie 'De Werf', Temse"
5464,5778,51.125275,4.54886,2.5,18,1,2.5,2.5,2.5,2,"Quick, Lier"
5465,5771,51.125275,4.54886,3,18,1,3.5,3.5,3.5,3,"Lunch Garden, Lier"
5466,10840,51.125283,4.286893,3.5,25,9,3.5,3,3.5,3,"Scaldiana, Rupelmonde"
5467,6103,51.125894,2.818044,4.5,65,2.5,4.5,4.5,4,3.5,"Oud Mannekensvere, Middelkerke"
5468,7239,51.126257,3.980756,4.5,37,2.5,4.5,4.5,4,4,"Tiecelijn, Lokeren"
5469,10949,51.126574,2.877677,4,24,2.5,4.5,4,4,3.5,"De Kopernunne, Sint-Pieters-Kapelle"
5470,7317,51.126718,2.675243,4,57,2.5,4.5,4,4,4,"De Korre, Oostduinkerke"
5471,8965,51.127142,3.339788,4.5,28,9,4.5,5,4.5,5,"Di Coylde, Beernem"
5472,8604,51.127266,4.222211,4.5,46,4,4.5,4.5,4.5,4,"Het Moment, Temse"
5473,11128,51.127553,4.495578,3,17,2.5,3.5,3.5,3,4.5,"De Vondeling, Lint"
5474,7319,51.127936,2.67445,4,60,2.5,4,4,4,4.5,"t Zeilend Fornuis, Oostduinkerke"
5475,5742,51.12835,4.569114,3.5,121,2.5,4,4,3.5,4,"Zuster Agnes, Lier"
5476,5747,51.128424,4.581285,4.5,24,2.5,4.5,4.5,4,4.5,"Bizarr, Lier"
5477,9826,51.128426,2.988145,3.5,14,2.5,3.5,3.5,4,NA,"Bistro Couverts And Verres, Eernegem"
5478,5740,51.128631,4.574013,4,129,2.5,4.5,3.5,4,4.5,"Bar Muza, Lier"
5479,7322,51.128703,2.704243,4,45,2.5,4.5,4,4,4,"De Hoeve, Oostduinkerke"
5480,5735,51.128827,4.58126,4.5,61,2.5,4.5,4.5,4.5,4,"Het Looks, Lier"
5481,8244,51.129148,4.474883,4,56,2.5,4.5,3.5,4,3.5,"La Cucina, Kontich"
5482,5745,51.129153,4.572525,4.5,26,4,4.5,4.5,4,4.5,"Restaurant Gekrulde Zinnen, Lier"
5483,8555,51.129158,4.04577,4,30,2.5,4,4,3.5,5,"Scallini, Waasmunster"
5484,5744,51.129217,4.572284,4.5,45,2.5,4.5,4.5,4,4.5,"Annaloro Ristorante, Lier"
5485,5743,51.129218,4.569804,4.5,36,2.5,4,4,4,4,"Au Fond Du Brasserie & Fondue, Lier"
5486,5779,51.129268,4.569692,1,12,9,1.5,2,2,1.5,"Toscane, Lier"
5487,5773,51.129268,4.569692,3,12,2.5,3.5,3.5,3,NA,"De Eetfabriek, Lier"
5488,5766,51.129333,4.571339,4.5,32,2.5,4,4.5,4.5,5,"Australian Fine Wines, Lier"
5489,10301,51.129353,3.332269,4.5,34,4,4.5,4,4,4.5,"Tafel10, Ruiselede"
5490,5605,51.129477,2.751224,3,122,2.5,3.5,3,3.5,3,"De Markt, Nieuwpoort"
5491,9656,51.129513,3.153072,4.5,15,1,4.5,5,4.5,4,"De Boot-Erham, Zedelgem"
5492,5569,51.129629,2.751929,4,61,2.5,4,4,4,4,"Brasserie in de Luwte, Nieuwpoort"
5493,5554,51.129747,2.752436,4.5,45,4,5,4.5,4.5,NA,"M Bistro, Nieuwpoort"
5494,9657,51.129788,3.156674,4,21,2.5,4,4.5,4,4,"Wang's Garden, Zedelgem"
5495,5754,51.129863,4.569012,4,64,2.5,4,4,4,4,"Restaurant Pezo, Lier"
5496,9822,51.130034,2.985547,4,24,2.5,4,4,4,4,"Restaurant 't Schuttershof, Ichtegem"
5497,7250,51.130059,3.900983,4,16,2.5,5,4.5,4.5,NA,"T'oud Scheepken, Lokeren"
5498,7251,51.130147,3.979089,4,12,2.5,4,3.5,3.5,3.5,"Tybeert, Lokeren"
5499,9935,51.130189,5.102059,3.5,19,9,4,4.5,4,4,"Maereholt, Meerhout"
5500,5768,51.13026,4.571026,4,20,1,3.5,4,4,5,"Cafe Sint-Gummarus, Lier"
5501,5751,51.130278,4.571015,4,57,2.5,4,4,3.5,4,"Al Taglio, Lier"
5502,10133,51.13033,5.82634,4,18,2.5,4.5,4.5,4.5,NA,"Maasbrasserie 'T Tegelhuuske, Kinrooi"
5503,5761,51.130629,4.569649,3.5,38,2.5,4,3.5,3.5,3.5,"Baja Sardinia, Lier"
5504,5566,51.130655,2.752204,4.5,26,2.5,4.5,4.5,4.5,4.5,"CaffieCanne, Nieuwpoort"
5505,5738,51.1307,4.570092,4.5,45,2.5,4.5,4.5,4.5,4,"Gaston, Lier"
5506,8967,51.130768,3.332621,3.5,13,2.5,3.5,4,4,NA,"Onze Keuken, Beernem"
5507,7315,51.130877,2.67248,4.5,48,2.5,4.5,4,4,4,"Het Komfoor, Oostduinkerke"
5508,9643,51.13104,5.45764,3.5,13,9,4,4,4,3.5,"Brasserie Max, Peer"
5509,5749,51.131053,4.568915,4,33,2.5,4,4,4,3.5,"Umamisushi, Lier"
5510,7323,51.131124,2.66795,3.5,26,9,3.5,3.5,3.5,4,"Artan, Oostduinkerke"
5511,8655,51.13119,3.224803,3.5,19,2.5,4,4,3.5,4,"De Wapens, Oostkamp"
5512,9637,51.131261,5.459747,4.5,39,4,4.5,4.5,4.5,4.5,"Fleurie, Peer"
5513,5756,51.131265,4.569994,4,32,2.5,4,3.5,3.5,4,"De Nieuwe Schapestal, Lier"
5514,5767,51.131295,4.568871,3,144,2.5,3.5,3.5,3,3.5,"Het Moment, Lier"
5515,5608,51.131338,2.750972,3,61,2.5,3.5,2.5,3,3.5,"Piraat Grill, Nieuwpoort"
5516,5769,51.131389,4.568952,3.5,54,2.5,3.5,3.5,3.5,4,"Elzenhof, Lier"
5517,5739,51.131399,4.567542,4,50,2.5,4,4,4,4.5,"De Comeet, Lier"
5518,5741,51.131417,4.567802,4.5,33,2.5,4.5,4.5,4.5,4.5,"Fra Bartolo, Lier"
5519,5774,51.131433,4.568999,3,13,9,4,3.5,3.5,4,"Belfort, Lier"
5520,6404,51.131472,2.669177,4,71,2.5,4,4,4,4,"Peper En Zout, Koksijde"
5521,5734,51.131603,4.576251,4.5,111,2.5,5,4.5,4.5,4.5,"Numerus Clausus, Lier"
5522,6412,51.131796,2.668291,4,64,2.5,4,4,4,4,"De Spelleplekke, Koksijde"
5523,9934,51.132157,5.078106,4,60,2.5,4,4,4,4,"Brasserie De Met, Meerhout"
5524,7314,51.132164,2.671707,4,49,2.5,4,4,4.5,3,"Islandia, Oostduinkerke"
5525,7307,51.132375,2.67212,4.5,252,2.5,4.5,4.5,4.5,4.5,"Venise, Oostduinkerke"
5526,7321,51.132501,2.672992,4.5,48,2.5,4.5,4,4,4,"Nito's, Oostduinkerke"
5527,9931,51.132515,5.077646,4.5,15,9,3,4,4,4.5,"Magazijn, Meerhout"
5528,7333,51.132606,2.670889,2.5,16,9,2.5,3,3,1,"Mile's, Oostduinkerke"
5529,8970,51.132712,3.336341,3,23,2.5,3.5,3,3.5,4,"t Boothuis, Beernem"
5530,9932,51.132732,5.07413,4,43,2.5,4,4,4,4,"La Ghironda, Meerhout"
5531,7330,51.13278,2.673383,3,56,2.5,3.5,2.5,2.5,2.5,"Basilico, Oostduinkerke"
5532,5578,51.132828,2.747651,4.5,20,2.5,4.5,4.5,4.5,5,"t Sneukelhuisje, Nieuwpoort"
5533,9641,51.132914,5.453196,3.5,40,2.5,3.5,3.5,3.5,4.5,"De Boskar 1773, Peer"
5534,9636,51.132938,5.451744,4.5,88,4,4.5,4,4,4,"Het Fornuisje, Peer"
5535,7320,51.133193,2.675195,4.5,24,2.5,4,4,4,4,"Klavertjevier, Oostduinkerke"
5536,5592,51.133215,2.748051,4,16,9,4.5,3.5,4.5,4.5,"Frituur Albert, Nieuwpoort"
5537,5588,51.133285,2.74952,4,33,2.5,4.5,4.5,4.5,4.5,"Amandus, Nieuwpoort"
5538,5570,51.133292,2.75104,4,107,2.5,4,4,4,4,"Au Bistrot, Nieuwpoort"
5539,7327,51.133325,2.675146,3.5,31,2.5,3,3,3,2.5,"Xin Xing, Oostduinkerke"
5540,5613,51.133391,2.750587,3,87,2.5,3,3,3,3,"Nordex, Nieuwpoort"
5541,5568,51.133445,2.747831,4.5,31,2.5,4,4.5,4,5,"Kaaizicht Nieuwoort, Nieuwpoort"
5542,7318,51.133495,2.673809,4,47,2.5,4,4.5,4,4.5,"Tearoom De Verbeelding, Oostduinkerke"
5543,5546,51.133553,2.752438,4.5,510,2.5,4.5,4.5,4.5,4,"De Roos, Nieuwpoort"
5544,5571,51.133553,2.752438,4,170,2.5,4,4,3.5,3.5,"Cafe de Paris, Nieuwpoort"
5545,5551,51.13358,2.752688,4.5,224,2.5,4.5,4.5,4.5,4,"Le Couver Restaurant, Nieuwpoort"
5546,5574,51.133618,2.753039,4,37,2.5,4.5,4,4,3,"Restaurant Centrale, Nieuwpoort"
5547,5547,51.133618,2.753039,4.5,246,2.5,4.5,4.5,4.5,4.5,"t Ponton, Nieuwpoort"
5548,7326,51.133638,2.674271,4,27,2.5,3.5,3.5,3.5,2.5,"Restaurant Commodore, Oostduinkerke"
5549,5611,51.133657,2.75339,3,13,9,3,3,3,2,"Little Boudha, Nieuwpoort"
5550,5746,51.133702,4.568078,5,11,2.5,5,5,4.5,NA,"Feliks, Lier"
5551,8968,51.133804,3.34012,4,19,1,4,4,3.5,4.5,"De Kijkuit, Beernem"
5552,8251,51.133894,4.444657,3.5,18,1,3.5,4,4,3,"Bitsnbites, Kontich"
5553,8250,51.134066,4.445271,4,22,2.5,4,4,4,4.5,"Brasserie 't Vierbunder, Kontich"
5554,9003,51.134081,4.386814,4,51,2.5,4,4.5,4.5,4.5,"Wok Dynasty Waterloo, Aartselaar"
5555,7311,51.134275,2.683391,4.5,122,2.5,4.5,4.5,4,4.5,"Bistronomie Eglantier, Oostduinkerke"
5556,8246,51.134387,4.444518,5,14,2.5,5,4.5,5,NA,"Ginkgo, Kontich"
5557,2035,51.1345094,4.4446121,4.5,25,1,4.5,4.5,4.5,4.5,"Il Monello Pizzeria, Antwerp"
5558,5736,51.134819,4.565208,4.5,53,2.5,4.5,4.5,4,3.5,"Petit Cuistot, Lier"
5559,9004,51.135588,4.384849,3.5,61,2.5,3.5,3.5,3.5,3.5,"The Hub, Aartselaar"
5560,8247,51.135832,4.443219,4,53,2.5,4,4.5,4,4,"Panhard, Kontich"
5561,6987,51.135887,4.999505,4.5,68,4,4.5,4.5,4.5,4.5,"De Cuylhoeve, Geel"
5562,5600,51.136369,2.743578,4,11,9,4,4.5,4.5,5,"C Port Lounge Bar, Nieuwpoort"
5563,8248,51.136376,4.442127,4.5,15,2.5,5,5,4.5,NA,"Sayori Sushi, Kontich"
5564,8650,51.136612,3.23314,4.5,11,9,4.5,4.5,4.5,NA,"De Vidange, Oostkamp"
5565,8862,51.137456,2.919832,4.5,39,9,4.5,5,4.5,4,"De Ratatouille, Gistel"
5566,10721,51.13843,3.412746,4.5,19,9,4.5,4.5,4,4,"De Hoppeschuur, Knesselare"
5567,5607,51.138831,2.740564,3,24,2.5,3,3.5,3,4.5,"Bistro Luxx, Nieuwpoort"
5568,5601,51.139541,2.74052,3.5,48,2.5,4,3.5,3.5,3.5,"Sono io, Nieuwpoort"
5569,10655,51.139849,4.755438,4.5,13,1,4.5,5,5,5,"Mocca d'or, Herenthout"
5570,9208,51.139969,5.596711,4,30,2.5,4,3.5,4,4,"Ingredi Hotel Brasserie, Bree"
5571,8241,51.140022,4.43875,4,53,2.5,4.5,4.5,4,4,"Papaver Food & Drinks, Kontich"
5572,6774,51.140292,2.755815,4,33,2.5,3.5,4,3.5,3.5,"t Fermetje, Westende"
5573,5580,51.140338,2.728603,4.5,32,2.5,4.5,4.5,4.5,4,"Ter Polder, Nieuwpoort"
5574,8307,51.140368,3.75896,4.5,23,4,4.5,4.5,4.5,4.5,"Chateaubriand, Evergem"
5575,9209,51.140401,5.594372,4,20,2.5,4.5,4.5,4,4,Oud Bree
5576,10032,51.140883,4.075395,4.5,16,9,4.5,5,4.5,NA,"Smaakmaekers, Belsele"
5577,5750,51.140892,4.550276,4.5,25,2.5,4,4.5,4.5,4,"De Poorten, Lier"
5578,9207,51.140926,5.60003,4.5,13,2.5,5,3.5,4.5,NA,"Joseph Grill, Bree"
5579,9205,51.141106,5.598161,4.5,52,2.5,4.5,4,4,4.5,"De Potter, Bree"
5580,9210,51.141336,5.597197,3.5,12,2.5,3.5,4.5,4,4,"Brasserie Britte, Bree"
5581,9005,51.141488,4.37865,3.5,24,1,3.5,3.5,3.5,3,Colmar Aartselaar
5582,5763,51.141537,4.553748,4,46,2.5,4,4,4,4,"De Valk, Lier"
5583,9211,51.141583,5.597743,3.5,15,9,4,4,4,4,"Mistral, Bree"
5584,8313,51.141773,3.731451,3.5,20,9,3.5,3.5,3.5,3.5,"Las Tarpas, Evergem"
5585,7166,51.142652,4.834511,3.5,60,2.5,4,4,3.5,3.5,"Zuiderhuis, Herentals"
5586,2236,51.1427952,4.6245478,4.5,14,9,4.5,4.5,4.5,4.5,"Bargli, Antwerp"
5587,5764,51.142852,4.582496,4,38,2.5,4,4,4,3.5,t Oud Lier
5588,8961,51.143174,3.340105,4.5,80,2.5,4.5,4.5,4.5,4.5,"d'Afspanning, Beernem"
5589,10031,51.14385,4.098272,4.5,88,4,4.5,4.5,4.5,4,"Le Cirque, Belsele"
5590,10656,51.144129,4.783941,3.5,38,2.5,3.5,4,3.5,3,"Pastinaak, Herenthout"
5591,5776,51.144426,4.545088,3,66,2.5,3,3,3,3.5,"Zuid-West, Lier"
5592,5606,51.144524,2.705292,3,25,2.5,4,3.5,3.5,NA,"L'Ami, Nieuwpoort"
5593,5610,51.144653,2.709848,3,47,2.5,3.5,3.5,3.5,4,"Le Palais du Dragon, Nieuwpoort"
5594,10774,51.144898,2.755991,4.5,23,9,4.5,4.5,4.5,4,"T'zwientje, Lombardsijde"
5595,9522,51.145425,4.855861,3.5,20,2.5,4,3.5,3,4,"t Compromis, Olen"
5596,5552,51.145558,2.709498,4,271,2.5,4.5,4.5,4,4,"La Piazza, Nieuwpoort"
5597,8254,51.146088,4.407081,3.5,55,2.5,3.5,3.5,3.5,3.5,"De Jachthoorn, Kontich"
5598,9731,51.146187,3.568897,4.5,80,2.5,5,4.5,5,4,"Landgoed Den Oker, Zomergem"
5599,10033,51.146211,4.112314,4,21,2.5,4,4,4,4,"Dynasty Zhu, Belsele"
5600,5591,51.146212,2.727308,4,18,9,4,4.5,4.5,4.5,"Charlie's lunchroom, Nieuwpoort"
5601,5598,51.146472,2.712562,4.5,12,1,4.5,5,4.5,5,"Bar Guidon, Nieuwpoort"
5602,10589,51.146787,4.302436,3.5,26,2.5,4,2.5,3,NA,"Den Duiventoren, Bazel"
5603,10586,51.146923,4.300577,4.5,29,2.5,4.5,4.5,4,4.5,"De Eenhoorn, Bazel"
5604,10585,51.147279,4.300164,4.5,147,4,4.5,4.5,4.5,4.5,Hofke van Bazel
5605,10588,51.147279,4.300164,4,37,2.5,4.5,5,4,5,"Bazalia, Bazel"
5606,5617,51.147305,2.71354,3,16,9,3,2.5,2.5,2.5,"Poeskafee, Nieuwpoort"
5607,5555,51.147912,2.713768,4,346,2.5,4.5,4.5,4,4,"Brasserie Sunbeach, Nieuwpoort"
5608,9006,51.148096,4.393942,3,31,2.5,3.5,3,3,3.5,"Sur Place, Aartselaar"
5609,5603,51.148176,2.724434,4,19,2.5,4,4,3.5,4,"De Kotter - Visrestaurant, Nieuwpoort"
5610,8600,51.148288,4.430696,3.5,16,9,4,3.5,3.5,3.5,"Brasato, Edegem"
5611,8652,51.149045,3.232805,4,23,1,4,3.5,4,3,Pita Pizza Oostkamp
5612,8647,51.149505,3.233013,4,42,2.5,4,4,3.5,4,"Bistro Pub Queens, Oostkamp"
5613,10494,51.149575,5.386111,4.5,25,2.5,4.5,4.5,4.5,4.5,"De Kruimel, Hechtel-Eksel"
5614,8599,51.149803,4.463445,3.5,19,2.5,3.5,3.5,3.5,3.5,"Hong Kong City, Edegem"
5615,5565,51.149826,2.721931,4,92,2.5,4,3.5,3.5,4.5,"Feu d'Or, Nieuwpoort"
5616,5597,51.149873,2.721109,3,110,2.5,3,3,3,2.5,"Brasserie Carroussel, Nieuwpoort"
5617,10226,51.149881,4.463623,3.5,39,2.5,4,4,3.5,4,"Blue'zt, Hove"
5618,9713,51.150142,4.676553,3.5,15,1,4,4,4,5,"Het Molenhuis, Nijlen"
5619,9710,51.150412,4.618585,4,15,9,3.5,4,3.5,NA,"Statie, Nijlen"
5620,5556,51.15066,2.719748,4,100,2.5,4,4,4,4,"Brasserie Casino, Nieuwpoort"
5621,5595,51.150669,2.719768,3.5,83,2.5,4,3.5,3.5,3.5,"t Boothuis, Nieuwpoort"
5622,5621,51.150705,2.719852,2,14,9,2,2,2,2,"Restaurant Holiday, Nieuwpoort"
5623,5583,51.150714,2.719873,4,42,2.5,4,4,4.5,3.5,"Lombardie, Nieuwpoort"
5624,5590,51.150723,2.719893,3.5,109,2.5,3.5,3.5,4,3.5,"Twins, Nieuwpoort"
5625,5602,51.150733,2.719914,3.5,119,2.5,3.5,3.5,3.5,4,"Sir Charles, Nieuwpoort"
5626,5549,51.150751,2.719956,4,178,2.5,4,4.5,4,4,"t Marmietje, Nieuwpoort"
5627,5618,51.150811,2.720105,2.5,83,2.5,2.5,2.5,2.5,4,"Dijk 69, Nieuwpoort"
5628,5599,51.150914,2.72198,3.5,30,9,4,3.5,3.5,NA,"La Scala, Nieuwpoort"
5629,5577,51.150948,2.720434,3.5,88,2.5,3.5,4,3.5,3,"De Nelson, Nieuwpoort"
5630,5880,51.150988,4.153207,4,11,9,4.5,4.5,4.5,NA,"The Comic, Sint-Niklaas"
5631,5874,51.150988,4.153207,3.5,44,2.5,3.5,4,3.5,3.5,"Caro's, Sint-Niklaas"
5632,5575,51.151033,2.720631,4,76,2.5,4,3.5,4,3.5,"De Krone, Nieuwpoort"
5633,5596,51.151033,2.720631,3.5,30,9,4.5,4.5,3.5,4.5,"Frituur Dolfijntje, Nieuwpoort"
5634,6989,51.151341,5.004345,4.5,66,2.5,4.5,4.5,4,4,"Bistro Vincent, Geel"
5635,5562,51.15159,2.721896,4.5,66,2.5,4.5,4.5,4,4,"De Tuin, Nieuwpoort"
5636,6108,51.151786,2.800477,4.5,63,2.5,4.5,4,4.5,4,"De Rattevallebrug, Middelkerke"
5637,5864,51.15196,4.138898,4.5,16,2.5,4.5,4.5,4.5,NA,"Resto B'Art, Sint-Niklaas"
5638,8962,51.151971,3.299446,4,80,2.5,4,4.5,4,4,"Zotte Mutse, Beernem"
5639,10228,51.152095,4.46309,3.5,56,2.5,3.5,3.5,3,3.5,Brasserie 't Of In Hove
5640,10206,51.152374,3.611561,4.5,12,1,4.5,4.5,4.5,NA,"Peking City, Waarschoot"
5641,8653,51.153573,3.235172,4,15,1,3.5,4,3.5,4.5,"Brasserie Taverne Fargon, Oostkamp"
5642,10496,51.153682,5.391486,3.5,18,2.5,3.5,3.5,3.5,4,"De Kleine Historie, Hechtel-Eksel"
5643,10546,51.154068,3.377074,4.5,12,9,4.5,4.5,4,NA,"Bistrobar Robette's, Oedelem"
5644,8869,51.154513,2.968789,4,20,2.5,3.5,4,4,NA,"Paviljoentje, Gistel"
5645,2706,51.154627,3.8212851,4.5,12,2.5,4.5,5,4.5,NA,"Le Jardin Bleu, Ghent"
5646,8656,51.154767,3.2359,3.5,69,2.5,3.5,3.5,3.5,3.5,"Hotel-Restaurant Lounge 't Oud Wethuys, Oostkamp"
5647,6759,51.154962,2.764993,4,86,2.5,4.5,4.5,4.5,4,"t Hoeveke, Westende"
5648,10224,51.155028,4.465217,4,94,2.5,4,4,3.5,4,"De laet & van haver, Hove"
5649,7956,51.155149,4.445296,4.5,19,1,4.5,4.5,4,5,"Tapabar Cafe BP, Mortsel"
5650,8603,51.155173,4.44548,3,12,2.5,3.5,2.5,2.5,NA,"La Brasseria da Mauro, Edegem"
5651,9920,51.155196,3.190303,4.5,40,2.5,4.5,4,4.5,4,"o-point, Loppem"
5652,9923,51.155261,3.194465,4.5,22,2.5,4.5,4.5,4,4,"Bistro Chablis, Loppem"
5653,8863,51.155746,2.965618,4.5,33,9,4.5,4.5,4.5,NA,"Brus, Gistel"
5654,7177,51.155807,4.80899,3.5,34,2.5,4,3.5,3.5,4,"De Wilde Vespers, Herentals"
5655,8601,51.155841,4.437544,3.5,21,2.5,3.5,3.5,3,3,"Steakhouse De Pelgrim, Edegem"
5656,2114,51.1558742,4.6228497,4,38,2.5,4,4,4,4.5,"Opa's Eethuisje, Antwerp"
