nid,id,Latitude,Longitude,Overall_Rating,Number_Reviews,Price_Levels,Food_Rating,Service_Rating,Value_Rating,Atmosphere,Name
5657,6996,51.156156,4.993865,4,43,2.5,4.5,4,4,4,"Arcobaleno, Geel"
5658,8872,51.156186,2.943044,3.5,36,2.5,3.5,3.5,3.5,3,"De Witte Ezel, Gistel"
5659,8598,51.156568,4.430948,3.5,73,2.5,4,3.5,3.5,3.5,"Brasserie de Specht, Edegem"
5660,8867,51.156585,2.966436,4.5,13,9,4.5,4.5,4.5,NA,"Bella Italia, Gistel"
5661,9531,51.15661,5.146151,3,15,9,3.5,3.5,3.5,3.5,"Waterhoek, Balen"
5662,9420,51.157443,4.384871,3.5,27,1,3.5,3.5,4,2,"Ikea Restaurant, Wilrijk"
5663,6775,51.159119,2.765204,4,19,2.5,4.5,4.5,4,4.5,"Jin Hai, Westende"
5664,8868,51.159383,2.976457,3.5,47,9,3.5,3.5,3,3,"De Molenhoeve, Gistel"
5665,9197,51.159559,4.491497,5,15,4,5,5,4.5,NA,"Jacqueline, Boechout"
5666,9824,51.159578,3.045502,4,26,2.5,4.5,4,4,4,"Eethuis De Roste Muis, Ichtegem"
5667,6760,51.159631,2.768455,4,63,2.5,4.5,4,4,4.5,"Vecino, Westende"
5668,6752,51.159642,2.769336,4.5,116,2.5,4.5,4.5,4.5,4.5,"De Lanteirne, Westende"
5669,9204,51.159808,4.484317,2.5,22,2.5,3,3,2.5,1.5,"De Jongste Telg, Boechout"
5670,9708,51.159882,4.671287,4,39,2.5,4.5,4,4,4.5,"Criterium, Nijlen"
5671,9709,51.160305,4.670967,4,23,9,4,4,4,4.5,"t Wit Huys, Nijlen"
5672,2028,51.1604071,4.4898899,4,110,4,4.5,4,4,4,"De Schone Van Boskoop, Antwerp"
5673,5883,51.160569,4.150719,4,14,1,4,3.5,4,4.5,"Acropolis, Sint-Niklaas"
5674,7004,51.160824,4.998052,3,34,2.5,2.5,3,2.5,2.5,"Bistro Gasthuishoeve, Geel"
5675,9196,51.161079,4.520108,4,112,2.5,4,4,4,4,"L'histoire, Boechout"
5676,6993,51.161234,4.990624,4,46,2.5,4.5,4,4,3.5,"Jasmine Palace, Geel"
5677,7002,51.161236,4.990623,3,149,2.5,3.5,3,3,3.5,"Brasserie Flore, Geel"
5678,6994,51.161238,4.990623,4,22,2.5,4,4,4,NA,"Mille Paste, Geel"
5679,7005,51.161257,4.990826,3.5,14,9,3.5,4,3.5,NA,"Het Atrium, Geel"
5680,7001,51.161409,4.997957,4.5,29,2.5,4.5,4,4.5,4,"Het Fornuis, Geel"
5681,7003,51.161533,4.990598,3.5,15,2.5,4.5,4,4.5,4,"Mundo, Geel"
5682,7000,51.161879,4.990861,4,27,2.5,4,4,3.5,4,"Taverne Van Gogh, Geel"
5683,6990,51.161879,4.990861,4,165,2.5,4,3.5,4,4,"Brasserie De Post, Geel"
5684,5879,51.162484,4.143556,4,12,9,4,4,3.5,NA,"Park En Laan, Sint-Niklaas"
5685,8597,51.162572,4.456957,4.5,51,4,4.5,4.5,4,4,"Cabanelf, Edegem"
5686,9714,51.16273,4.675137,3,15,9,3,3,3,3.5,"Sri Thai, Nijlen"
5687,7955,51.162798,4.456754,4.5,12,1,4,4,4,3,"Diyar, Mortsel"
5688,6991,51.16292,4.99239,4.5,37,2.5,4.5,4.5,4.5,4.5,"China, Geel"
5689,6999,51.16295,5.066342,4,11,2.5,4,3.5,4,4,"De Kleine Volmolen, Geel"
5690,6988,51.163015,5.06384,4.5,84,4,4.5,4,4,4,"La Belle, Geel"
5691,9421,51.163121,4.396494,3.5,11,2.5,3.5,4,3.5,4,"Scala, Wilrijk"
5692,10495,51.163383,5.364487,4,11,2.5,4,4,3.5,NA,"Grieks restaurant Poseidon, Hechtel-Eksel"
5693,9422,51.163398,4.398674,3,27,2.5,3.5,3,3,3.5,"Grand Cafe Ca Va, Wilrijk"
5694,5856,51.163562,4.140041,4.5,52,2.5,4.5,4.5,4.5,4.5,"Brasseurs, Sint-Niklaas"
5695,5875,51.16363,4.141535,3.5,14,9,4,3.5,4,2,"China, Sint-Niklaas"
5696,5852,51.163687,4.1392,4.5,161,2.5,4.5,4.5,4,4,"La Luna Rossa, Sint-Niklaas"
5697,5863,51.16373,4.139273,4.5,28,2.5,4.5,4,4,4.5,"Tijd & Boterhammen, Sint-Niklaas"
5698,5890,51.163885,4.139777,3.5,11,9,3.5,4,3.5,NA,"T' Goe Gevoel, Sint-Niklaas"
5699,7953,51.163964,4.46323,4,21,2.5,4.5,4,4,3.5,"De Garderobe, Mortsel"
5700,6992,51.164097,4.989974,4,48,2.5,4,4.5,4,4,"Da Corrado, Geel"
5701,5873,51.164382,4.138903,4,18,1,4.5,5,4.5,NA,"Papatya, Sint-Niklaas"
5702,10391,51.164434,3.014665,3.5,12,2.5,4,4,4,NA,Commanderie Oudenburg
5703,6810,51.164918,5.261384,4.5,80,2.5,4,4,4,3,"De Waterkant, Lommel"
5704,5869,51.164977,4.141923,4,51,2.5,4,4,3.5,4,"Bizzy Beloy, Sint-Niklaas"
5705,5876,51.164988,4.138015,4,30,2.5,4,4.5,4,4.5,"Maritimo, Sint-Niklaas"
5706,5889,51.16501,4.142276,3.5,25,2.5,3.5,3.5,3.5,2.5,"Tavern Kopenhagen, Sint-Niklaas"
5707,9392,51.165014,4.709408,4,16,9,4,4.5,4,3,"Jadran, Grobbendonk"
5708,5868,51.165038,4.142533,4.5,17,1,4.5,4.5,4.5,4,"Pom de Tair, Sint-Niklaas"
5709,9393,51.165168,4.75498,4,22,2.5,4,4,4,4,"t Renteniershuis, Grobbendonk"
5710,9413,51.165291,4.397277,4,97,2.5,4,3.5,3.5,3.5,"Eetcafe De Lindekens, Wilrijk"
5711,11127,51.165716,4.611288,4,12,9,4,4,4,3,"t Ven, Emblem"
5712,7952,51.165998,4.453702,4,54,2.5,4,4,3.5,4,"Voorspoed, Mortsel"
5713,9203,51.166325,4.495111,3.5,67,2.5,3.5,3.5,3,4,"Boecherie, Boechout"
5714,6769,51.167169,2.766138,4,19,1,4,3.5,3.5,NA,"Westend Beachclub de Kwinte, Westende"
5715,5885,51.167711,4.189217,4,33,2.5,4,4,4,3.5,"De Houtmuis, Sint-Niklaas"
5716,7948,51.167942,4.452733,4.5,43,2.5,4.5,4.5,4.5,4,"Tisson Resto, Mortsel"
5717,5893,51.16806,4.145085,3.5,35,2.5,3.5,3,3.5,4.5,"Kantine, Sint-Niklaas"
5718,5860,51.168179,4.144875,4.5,24,2.5,4.5,4.5,4,4.5,"Het Gevoel, Sint-Niklaas"
5719,6770,51.168269,2.776381,4,38,2.5,4,3.5,3.5,NA,"The Piper's Pub Restaurant, Westende"
5720,8698,51.168531,3.471687,4.5,162,2.5,4.5,4,4,4,"t Brigandje, Maldegem"
5721,5862,51.16869,4.142816,4.5,31,2.5,4.5,4.5,4.5,4.5,"Merlot, Sint-Niklaas"
5722,7949,51.168739,4.473023,4.5,19,9,4.5,4.5,4.5,5,"Papatya, Mortsel"
5723,10030,51.168773,4.144724,4,34,2.5,4,4.5,4.5,4,"Het Leugenpaleis, Saint Nicolas"
5724,5855,51.168951,4.130761,5,48,1,4.5,4.5,4.5,4.5,"Frituur Conny en Franky, Sint-Niklaas"
5725,7954,51.168966,4.446788,3.5,31,2.5,4.5,3,4.5,4,"chef khem, Mortsel"
5726,9527,51.169168,5.165163,4,13,2.5,4,4.5,4,3,"In de Statie, Balen"
5727,7958,51.169225,4.452696,3,17,2.5,3,2.5,3,3,"Bistro L'Orto, Mortsel"
5728,9712,51.169402,4.637174,3.5,19,1,3.5,3.5,3.5,3.5,"Taverne de Beemden, Nijlen"
5729,6753,51.16947,2.775884,5,84,4,5,5,4.5,4.5,"Marquize, Westende"
5730,7951,51.16954,4.462913,4.5,32,2.5,4.5,4.5,4.5,NA,"Cosy Kitchen, Mortsel"
5731,9418,51.169652,4.393168,3.5,12,2.5,3.5,4,4,NA,"Grand Cafe Den Esprit, Wilrijk"
5732,3175,51.1696626,3.1960817,4,43,2.5,4,4,3.5,4,"Weinebrugge, Bruges"
5733,6761,51.169669,2.775796,4,58,2.5,4,4,4,4.5,"t'Pleintje, Westende"
5734,5858,51.169758,4.14257,4,109,2.5,4,4,4,4,"Foubert Cremerie & Chocolade Bar, Sint-Niklaas"
5735,5861,51.169834,4.146364,3.5,83,1,4,4,4,3.5,"Keizerskroon, Sint-Niklaas"
5736,6755,51.169841,2.775649,4,100,2.5,4,4,4,3,"Pizzeria Caprini, Westende"
5737,6780,51.169872,2.773742,3,14,2.5,3.5,2,2.5,NA,"Carlton, Westende"
5738,9529,51.169971,5.168537,4,12,2.5,4.5,4.5,4,3.5,"Restaurant Theater, Balen"
5739,6777,51.170182,2.776212,3,17,1,3,2.5,2.5,1.5,"Acapulco Frituur-Resto-Snack, Westende"
5740,6765,51.170227,2.774652,4,31,2.5,3.5,4.5,4,5,"Sing Inn, Westende"
5741,6772,51.17032,2.77608,4.5,35,2.5,4.5,4,4.5,4.5,"Splendid, Westende"
5742,9528,51.170436,5.167761,3.5,45,2.5,4,3,3.5,3.5,"De Witte Olifant, Balen"
5743,6782,51.170459,2.773115,3,37,2.5,3,3.5,3,4,"St James, Westende"
5744,9530,51.170594,5.16801,4,24,2.5,4,4,4,4,"Sessibon, Balen"
5745,9417,51.170712,4.394845,3.5,27,2.5,3.5,3.5,3.5,3.5,"Bistro4, Wilrijk"
5746,9419,51.170737,4.403534,3.5,17,2.5,3,3.5,2.5,4.5,"Kasteel Steytelinck, Wilrijk"
5747,6768,51.170807,2.777791,4,34,2.5,4,4.5,4,4,"De Prins, Westende"
5748,6763,51.170903,2.774334,4.5,17,9,4.5,4.5,4,4,"Chookdee, Westende"
5749,6778,51.170944,2.77445,4,13,9,3.5,3.5,3.5,4.5,"Restaurant Wagram, Westende"
5750,8699,51.170981,3.44674,4.5,76,2.5,4.5,4,4,4,"Papinglo, Maldegem"
5751,6767,51.171168,2.776936,4,25,2.5,4,4,4,3.5,"Restaurant 't Schuurke, Westende"
5752,6754,51.171176,2.77523,4.5,95,2.5,4.5,4.5,4.5,4,Casa filippo westende
5753,10545,51.171182,3.329252,4.5,19,1,4.5,5,4.5,NA,"t Frietamientje, Oedelem"
5754,6757,51.17127,2.775377,4,89,2.5,4,3.5,4,3.5,"T'bretoentje, Westende"
5755,2144,51.1714347,4.4054309,4,44,2.5,4,4.5,4,4,"Den Bourgondier, Antwerp"
5756,6771,51.171564,2.777906,3.5,119,2.5,4,4,3.5,4,"la terrazza, Westende"
5757,9524,51.172003,5.158054,4,46,2.5,4,4,3.5,5,"De Orangerie, Balen"
5758,7959,51.172149,4.44723,3,12,2.5,3,3,2.5,4,"De Stadstuin, Mortsel"
5759,6766,51.172151,2.782238,4.5,23,4,4,4.5,4,4.5,"Villa Hotel Restaurant, Westende"
5760,9711,51.172356,4.689882,3.5,27,9,3.5,3.5,3.5,NA,"De Slappen Uier, Nijlen"
5761,10205,51.172402,3.583936,4.5,41,2.5,4.5,4.5,4.5,4.5,"Corfu, Waarschoot"
5762,9532,51.172629,5.154191,3,17,2.5,3,3.5,3,NA,"Arcade Center, Balen"
5763,9415,51.172877,4.393043,4,19,2.5,4.5,3.5,4,NA,"Pizzeria SOLE, Wilrijk"
5764,5888,51.173018,4.206148,3.5,12,9,4,4.5,4,NA,"t Bos, Sint-Niklaas"
5765,6121,51.173384,2.796541,4,18,2.5,4,4,4,3.5,"De Sauteuse, Middelkerke"
5766,7184,51.173438,4.839347,3,18,2.5,3,3.5,3,3.5,"De Stadspoort, Herentals"
5767,7175,51.174142,4.838536,3.5,19,2.5,3,4,3,4,"De Mangerie, Herentals"
5768,9526,51.174249,5.137733,4,15,2.5,4.5,4,4,NA,"Taverne Westhoek, Balen"
5769,9097,51.174303,3.581745,4,22,2.5,4,3.5,3.5,NA,"L'artiglio, Eeklo"
5770,7182,51.174675,4.837884,3.5,14,2.5,3.5,3,3.5,3,"Tai Ton, Herentals"
5771,7167,51.175007,4.837486,4.5,16,2.5,4.5,4.5,4.5,4.5,"Vinterra, Herentals"
5772,9414,51.175053,4.402084,4,29,2.5,4,4,3.5,4,"De Comptoir, Wilrijk"
5773,8866,51.175347,2.939138,4.5,15,2.5,4.5,3.5,4,NA,"Plat Prefere, Snaaskerke"
5774,7160,51.175502,4.836123,5,61,2.5,4.5,5,4.5,4.5,"Vinhmm, Herentals"
5775,7161,51.175574,4.836279,4.5,74,2.5,4.5,4.5,4.5,4,"Mezze Cafe, Herentals"
5776,5891,51.176016,4.1895,3,26,2.5,3,3,3,2.5,"Ristorante-Pizzeria la Familia-Da Aldo, Sint-Niklaas"
5777,7183,51.176336,4.83656,2.5,18,2.5,2.5,3,2.5,NA,"Rosario, Herentals"
5778,9394,51.176676,4.769665,3.5,145,2.5,4,4,3.5,4,"Brasserie Marie, Grobbendonk"
5779,5887,51.176793,4.196226,3.5,33,2.5,4,4,3.5,4,"De Brokkelinck, Sint-Niklaas"
5780,6138,51.176827,2.793243,4,13,9,4,4,4,3.5,"Renty, Middelkerke"
5781,7176,51.176887,4.836445,3.5,37,2.5,4,3.5,3.5,3,"DE ZALM, Herentals"
5782,7172,51.177213,4.831506,4.5,12,9,4.5,4.5,4.5,NA,"Tasse tout, Herentals"
5783,2250,51.178021,4.4347635,4.5,13,9,4.5,5,4.5,3.5,"New Capital, Antwerp"
5784,3312,51.1786954,3.1953081,3.5,35,2.5,3.5,3.5,3.5,4,"In de Trutselaar, Bruges"
5785,9184,51.179567,3.100425,4,21,2.5,4.5,4.5,4,NA,"Eethuis Mint, Jabbeke"
5786,8963,51.179875,3.306174,4.5,25,2.5,4.5,4.5,4.5,4.5,"Alain Meessen, Beernem"
5787,2463,51.1805126,4.4093322,3,25,2.5,3.5,3,3,4,"De Nachtegaal, Antwerp"
5788,2451,51.1808929,4.6316342,3.5,15,9,3.5,3.5,3.5,4,"T Kempens Kiekekot, Antwerp"
5789,10274,51.181043,3.204052,4.5,58,2.5,4,4.5,4,4.5,"D'Hoeve, Sint-Michiels"
5790,2120,51.1822885,4.425811,4,28,2.5,4.5,4.5,4.5,4,"Ossip, Antwerp"
5791,6133,51.182298,2.801029,3.5,29,2.5,3.5,4,3.5,3.5,"Deauville, Middelkerke"
5792,9185,51.182458,3.139972,4,31,2.5,4,4,4,4.5,"De Velddreef, Jabbeke"
5793,2298,51.1826149,4.3943888,3.5,87,2.5,3.5,3,3,3,"la bresaola da mauro, Antwerp"
5794,9095,51.182794,3.571141,4.5,27,2.5,4.5,4.5,4.5,NA,"Restaurant La Maryse, Eeklo"
5795,6151,51.183058,2.803119,2,18,9,2.5,2.5,2.5,2.5,"Restaurant Terrazza, Middelkerke"
5796,10653,51.183188,3.746006,4,12,9,4,4,4.5,NA,"Het Molenhuis, Ertvelde"
5797,1975,51.1832295,4.4067619,3.5,278,4,3.5,3.5,3,4,"Danieli Il divino, Antwerp"
5798,6117,51.18328,2.803194,4,14,9,4.5,5,4.5,NA,"Burgerij Louisiana, Middelkerke"
5799,10389,51.183543,3.007052,4.5,15,1,4.5,4.5,4.5,NA,"Frituur Kjell, Oudenburg"
5800,9188,51.183594,3.097948,3.5,28,2.5,4,3.5,4,3.5,"Kom-Iel-Foo, Jabbeke"
5801,10435,51.183624,3.141061,3.5,46,2.5,3,3,3,3.5,"Restaurant De Notelaar, Varsenare"
5802,2326,51.1836328,4.3970657,3.5,36,2.5,3.5,3.5,3,3.5,"Bistro Pompidou, Antwerp"
5803,6099,51.183797,2.806013,4.5,165,4,5,4.5,4.5,4.5,"De Vlaschaard, Middelkerke"
5804,2223,51.1838411,4.3839799,4,12,9,4,4.5,4,4,"Centro Iberico, Antwerp"
5805,10390,51.184179,3.006733,4,54,2.5,4.5,4.5,4,4,"Bistro Louis Clesse, Oudenburg"
5806,9098,51.184295,3.567068,4,24,2.5,4,4,4,5,"Eethuis De Raedt, Eeklo"
5807,6149,51.184348,2.805883,2.5,12,9,3.5,3.5,4,NA,"Paradiso, Middelkerke"
5808,10392,51.1846,3.005133,4.5,11,1,5,5,5,5,"Madeleine, Oudenburg"
5809,9099,51.184645,3.566814,3.5,20,2.5,3.5,3.5,3,3.5,"t Binnenhof, Eeklo"
5810,1977,51.1850145,4.4357176,4,101,2.5,4.5,4,4,4.5,"Domein Park West, Antwerp"
5811,2499,51.1852462,4.4133705,3,35,2.5,3,3,3,4,"Melkerij, Antwerp"
5812,9100,51.185325,3.563617,3.5,12,2.5,4,3.5,4,3.5,"Kupi d'O, Eeklo"
5813,6104,51.185364,2.820533,4.5,47,2.5,4.5,4.5,4.5,4,"Den Toogoloog, Middelkerke"
5814,6102,51.185382,2.80819,4,100,2.5,4,4,4,3.5,"De Zeebries, Middelkerke"
5815,6670,51.185447,5.118618,3.5,53,2.5,3.5,3.5,3.5,3,"De Onthaasting, Mol"
5816,6105,51.185554,2.808616,4,119,2.5,4,4,4,5,"De Lekpot, Middelkerke"
5817,6128,51.185554,2.808616,4,27,2.5,4.5,4,4,4,"Casino, Middelkerke"
5818,2109,51.1856014,4.4294499,4.5,32,2.5,4.5,4.5,4.5,3.5,"Sapori d' Italia, Antwerp"
5819,6115,51.185622,2.810453,4,111,2.5,4,4,4,4,"The Lord, Middelkerke"
5820,6148,51.185956,2.809611,2.5,15,9,2.5,2,2,NA,"The Corner, Middelkerke"
5821,6111,51.18617,2.819934,4.5,34,2.5,4.5,4.5,4.5,3.5,"Bistrant Villa Nova, Middelkerke"
5822,6118,51.186221,2.811899,4,44,9,4,4.5,4,4,"Chaplin, Middelkerke"
5823,7170,51.186312,4.838428,4,24,2.5,4,4.5,4,4.5,"Koetshuis le Paige, Herentals"
5824,9541,51.186435,4.628837,4.5,94,2.5,4.5,4.5,4.5,4.5,"Oliver, Zandhoven"
5825,6124,51.186832,2.811628,4,29,9,4,4,4,3,"Piccolo, Middelkerke"
5826,6668,51.186955,5.117545,4,21,2.5,4,4,4,4.5,"Nami Sushi, Mol"
5827,6127,51.186963,2.813523,4,19,9,4,4,3.5,4,"Restaurant La Tulipe, Middelkerke"
5828,6126,51.186985,2.812298,4,47,2.5,4,4,3.5,4.5,"Cheff's, Middelkerke"
5829,6100,51.187088,2.814852,4,102,2.5,4.5,4,4,3.5,"Trattoria-Borsalino, Middelkerke"
5830,6116,51.187148,2.814317,4,27,2.5,4,4,3.5,4,"Papillon, Middelkerke"
5831,6651,51.187226,5.115435,4.5,79,2.5,4.5,4.5,4.5,4.5,"Casa Fraquelli, Mol"
5832,6109,51.187269,2.812647,4.5,18,9,5,5,4.5,NA,"Restaurant Kentucky, Middelkerke"
5833,6119,51.187676,2.815332,4.5,21,9,4,4.5,4,4,"Mimosa, Middelkerke"
5834,6657,51.187783,5.119994,4.5,34,2.5,4.5,4.5,4.5,4.5,"Bistro Opera, Mol"
5835,6678,51.187838,5.119486,3.5,18,2.5,4,4,3.5,4,"Davide, Mol"
5836,2290,51.1878826,4.4053472,3.5,92,2.5,3.5,3.5,3,3.5,"Dikke Mee, Antwerp"
5837,6145,51.187897,2.814082,3.5,11,9,3.5,3.5,3.5,NA,"Tavern On The Beach, Middelkerke"
5838,6132,51.187897,2.814082,4,18,1,4,4,3.5,4.5,"Australian Ice Cream, Middelkerke"
5839,6137,51.187927,2.814529,3.5,17,1,4,4,4,NA,"De Mosselpan, Middelkerke"
5840,6141,51.187966,2.814248,3.5,101,2.5,3.5,3.5,3,3.5,"Delissimo, Middelkerke"
5841,10086,51.188028,4.562637,4,35,2.5,4,4,4,4,"La vecchia stazione, Ranst"
5842,6662,51.188077,5.118233,4.5,26,2.5,4.5,4.5,4,4,"Helsen Sushi & Wine, Mol"
5843,6114,51.188095,2.817765,4.5,29,9,4.5,4.5,4,4,"Restaurant Honfleur, Middelkerke"
5844,6150,51.188139,2.818344,2.5,12,2.5,3.5,2,3,3.5,"Solo Mio, Middelkerke"
5845,6672,51.18822,5.116625,4,11,9,4.5,4,4,NA,"Le Nez Blanc, Mol"
5846,3295,51.1882504,3.192823,3.5,21,2.5,4,3.5,3.5,4,"De Tijl, Bruges"
5847,6120,51.188307,2.816779,4,32,2.5,4,4,4.5,3.5,"Happy Garden, Middelkerke"
5848,6110,51.188344,2.818065,4.5,34,2.5,4.5,4.5,4.5,3.5,"Eethuis La fonda, Middelkerke"
5849,9396,51.188345,4.711646,3.5,12,2.5,3,3.5,3,4,"Hof Van Eisterlee, Grobbendonk"
5850,6123,51.188387,2.817861,4,66,2.5,4,3,3.5,3.5,"La Tempete, Middelkerke"
5851,7162,51.188555,4.833983,4,104,2.5,4,4,4,4,"De Repertoire, Herentals"
5852,6143,51.1886,2.815883,3.5,22,2.5,4,3.5,3.5,4,"Le Capri, Middelkerke"
5853,6673,51.18873,5.11874,4,35,2.5,4,4,3.5,4.5,"Bij de Griek, Mol"
5854,3129,51.1888127,3.2027899,4.5,69,2.5,4.5,4.5,4.5,4.5,"Tete Pressee, Bruges"
5855,6113,51.18883,2.816645,4.5,81,2.5,4.5,4.5,4,4,"Eat & Sea, Middelkerke"
5856,6101,51.18883,2.816645,4.5,37,2.5,4.5,4.5,4.5,NA,"De Bankier, Middelkerke"
5857,6125,51.188994,2.816781,4,57,2.5,4,4,4,3.5,"Omer, Middelkerke"
5858,6679,51.189081,5.116282,3.5,16,2.5,4,3,3.5,3.5,"Casa Meo, Mol"
5859,10273,51.189296,3.211566,4.5,22,1,4.5,5,4.5,4.5,"De Papil, Sint-Michiels"
5860,6135,51.189298,2.817563,4,12,9,3.5,3.5,3.5,3.5,"Belle Epoque, Middelkerke"
5861,9391,51.189627,4.738489,5,37,2.5,4.5,4.5,4.5,4.5,"Bistro De Heerlyckheid, Grobbendonk"
5862,10696,51.189691,3.525714,4,29,2.5,4,4,4,4,"t Stadhuis van Raverschoot, Adegem"
5863,6136,51.189754,2.818692,3.5,55,2.5,4,3.5,4,3.5,Seagull Middelkerke
5864,10433,51.189982,3.151206,3.5,52,2.5,3.5,3,3.5,NA,"De Wereld Is Klein, Varsenare"
5865,6666,51.190049,5.117776,4,28,2.5,4,4,4,NA,"Bastard Burgers, Mol"
5866,2227,51.1900652,4.4051534,3.5,78,2.5,3.5,3.5,3,3.5,"ANNA Living & Bar, Antwerp"
5867,8844,51.190727,4.206727,4,37,2.5,4.5,4,4,3.5,"Villa Belvedere, Beveren"
5868,6655,51.190949,5.124234,4,49,2.5,4.5,4,4.5,4,"Het Verloren Rund, Mol"
5869,6139,51.19113,2.822027,4,12,2.5,4,4,3.5,5,"Carlton, Middelkerke"
5870,6667,51.191529,5.067757,4,26,2.5,4,4,3.5,3.5,"Stokt 21, Mol"
5871,10836,51.191626,4.589123,4,22,2.5,3.5,4,4,5,"Den Moor, Broechem"
5872,3375,51.192298,3.2642673,2,13,2.5,2,2,2,4.5,"De Peerdeblomme, Bruges"
5873,6671,51.192711,5.205303,4,31,2.5,4,4,4,4.5,"Mangerie Weselo, Mol"
5874,5851,51.192896,4.178009,4.5,135,4,4.5,4.5,4.5,4,"t Korennaer, Sint-Niklaas"
5875,9395,51.19296,4.737584,4,40,2.5,4,4,3.5,2,"Restaurant Pizzeria Mamma Mia, Grobbendonk"
5876,3228,51.1930502,3.1971054,3.5,39,2.5,4,4,3.5,3,"Mister Grill & Buffet's, Bruges"
5877,6144,51.193557,2.827682,3,21,2.5,3.5,3,3,3,"L'Oase, Middelkerke"
5878,3300,51.1940357,3.2321424,4,18,1,4,4,4,3.5,"Restaurant Taco, Bruges"
5879,10699,51.19404,4.486078,4,12,1,4.5,4.5,4.5,4,"Smaakpaleis Kumpir, Borsbeek"
5880,10087,51.194141,4.549063,4,17,2.5,4,4,3.5,4,Hof van Ranst
5881,2045,51.195008,4.400554,4.5,60,4,4.5,4.5,4,4,"Radis Noir, Antwerp"
5882,3168,51.1951943,3.171583,4,51,2.5,4,4,4,3.5,"Brasserie Tuinbos, Sint Andries"
5883,6650,51.195396,5.218653,4.5,53,4,4.5,4.5,4.5,4.5,"Hippocampus, Mol"
5884,2150,51.1955856,4.4113494,4.5,28,1,5,5,5,4.5,"Frituur Lescluze, Antwerp"
5885,9896,51.195699,3.810529,4,29,2.5,4.5,4.5,4.5,4.5,"Restaurant Salt ’n Pepper, Zelzate"
5886,2197,51.1960175,4.415831,4,27,4,4.5,4.5,4,4,"Vin d'Ou, Antwerp"
5887,1899,51.1960755,4.4204155,4,179,2.5,4.5,4,4,4,"De Troubadour, Antwerp"
5888,10861,51.196576,4.629124,3.5,61,2.5,4,3.5,3.5,3,"t Boothuis, Massenhoven"
5889,3285,51.1971236,3.180353,3.5,24,2.5,3.5,3.5,3.5,NA,"Carlito's Piazza, Sint Andries"
5890,2041,51.1972169,4.4053665,4.5,36,2.5,4.5,4.5,4,4,"Liang's Garden, Antwerp"
5891,1998,51.1972566,4.4106913,4.5,62,2.5,4.5,4.5,4.5,4,"Il Carpaccio, Antwerp"
5892,2085,51.1973206,4.4162278,4.5,51,2.5,4.5,4,4,4,"Degustation, Antwerp"
5893,10272,51.19733,3.214433,4,79,1,4,4,4,3.5,"Frituur Bosrand, Sint-Michiels"
5894,1902,51.1973904,4.4239937,4,144,2.5,4.5,4,4.5,4,"Roma, Antwerp"
5895,1881,51.1976142,4.4447607,4.5,115,2.5,4.5,4.5,4.5,4,"Jardin Public, Antwerp"
5896,2453,51.1976286,4.4047421,3.5,18,2.5,3,3.5,3,3.5,"Loncin, Antwerp"
5897,3260,51.1976659,3.2178509,4,12,1,4.5,4.5,4.5,NA,"Food Farm, Bruges"
5898,2163,51.1977032,4.4561342,4.5,12,2.5,5,4.5,4.5,NA,"Fratelli, Antwerp"
5899,4055,51.1980024,2.8497176,3.5,60,2.5,3.5,3,3,3,"Walrave, Ostend"
5900,1944,51.1983195,4.4072989,4.5,67,2.5,4.5,4,4.5,3.5,"A tavola, Antwerp"
5901,3177,51.1986175,3.2282011,4,34,2.5,4,4,3.5,3.5,"De Barge, Bruges"
5902,2455,51.1986219,4.4273184,3.5,31,1,4,3.5,4.5,4,"Mandarin, Antwerp"
5903,10809,51.198664,4.083916,4.5,14,2.5,4.5,4.5,4.5,NA,"La Myrthe, Sint-Pauwels"
5904,8841,51.198698,4.225337,4,27,2.5,4,4,4,NA,"Sushi & Lounge, Beveren"
5905,9580,51.198885,4.492238,4.5,18,2.5,4.5,4.5,4.5,4.5,"De Keer, Wommelgem"
5906,2452,51.1992448,4.4154229,3.5,59,2.5,3.5,3.5,3,3.5,"De Pelgrim, Antwerp"
5907,3189,51.199463,3.191184,4.5,24,2.5,4.5,4.5,4.5,4.5,"Le Clos du Midi, Bruges"
5908,2242,51.199482,4.4165778,4,48,2.5,4,4,4,4,"Afspanning de Hand, Antwerp"
5909,2157,51.199482,4.4165778,4,26,9,4.5,3.5,3.5,NA,"The Butchers son, Antwerp"
5910,3298,51.1995291,3.225273,3.5,18,2.5,4,4.5,4,4,"B.IN, Bruges"
5911,2173,51.1995674,4.4176015,4,22,2.5,4,4.5,3.5,4.5,"Restaurant marie, Antwerp"
5912,2994,51.1996209,3.2293866,4.5,141,2.5,4.5,4.5,4.5,4,"Het Visioen, Bruges"
5913,1961,51.199622,4.3946002,4.5,83,2.5,4.5,4.5,4,4,"Vrijdag Visdag, Antwerp"
5914,3161,51.2000039,3.2293654,4.5,67,2.5,4.5,4.5,4,4.5,"t Zwaantje, Bruges"
5915,3076,51.2001054,3.2288448,5,29,1,4.5,5,4.5,NA,"Mount Gorkha, Bruges"
5916,3021,51.2003197,3.2206683,4,368,2.5,4,4,4,4,"De Stoepa, Bruges"
5917,2996,51.2003926,3.2285113,4.5,140,2.5,5,5,4.5,4.5,"Sivalai Thai Restaurant, Bruges"
